,Date,Result
1636,13706.0,3.11
1637,13707.0,
1638,13708.0,
1639,13709.0,
1640,13710.0,
1641,13711.0,
1642,13712.0,
1643,13713.0,2.29
1644,13714.0,
1645,13715.0,
1646,13716.0,
1647,13717.0,
1648,13718.0,2.62
1649,13719.0,
1650,13720.0,
1651,13721.0,
1652,13722.0,
1653,13723.0,
1654,13724.0,
1655,13725.0,
1656,13726.0,
1657,13727.0,
1658,13728.0,2.29
1659,13729.0,
1660,13730.0,
1661,13731.0,
1662,13732.0,
1663,13733.0,2.1
1664,13734.0,
1665,13735.0,
1666,13736.0,
1667,13737.0,
1668,13738.0,
1669,13739.0,
1670,13740.0,2.17
1671,13740.0,2.15
1672,13741.0,
1673,13742.0,
1674,13743.0,
1675,13744.0,
1676,13745.0,
1677,13746.0,
1678,13747.0,7.18
1679,13748.0,
1680,13749.0,
1681,13750.0,
1682,13751.0,
1683,13752.0,
1684,13753.0,
1685,13754.0,3.74
1686,13755.0,
1687,13756.0,
1688,13757.0,
1689,13758.0,
1690,13759.0,
1691,13760.0,2.85
1692,13760.0,2.9
1693,13761.0,
1694,13762.0,
1695,13763.0,
1696,13764.0,
1697,13765.0,
1698,13766.0,
1699,13767.0,2.58
1700,13768.0,
1701,13769.0,2.54
1702,13770.0,
1703,13771.0,
1704,13772.0,
1705,13773.0,
1706,13774.0,
1707,13775.0,2.72
1708,13776.0,
1709,13777.0,
1710,13778.0,
1711,13779.0,
1712,13780.0,
1713,13781.0,
1714,13782.0,
1715,13783.0,
1716,13784.0,6.44
1717,13785.0,
1718,13786.0,
1719,13787.0,
1720,13788.0,
1721,13789.0,6.12
1722,13789.0,5.97
1723,13790.0,
1724,13791.0,
1725,13792.0,
1726,13793.0,
1727,13794.0,
1728,13795.0,
1729,13796.0,23.3
1730,13797.0,
1731,13798.0,
1732,13799.0,
1733,13800.0,
1734,13801.0,5.75
1735,13802.0,
1736,13803.0,
1737,13804.0,
1738,13805.0,12.7
1739,13806.0,
1740,13807.0,
1741,13808.0,
1742,13809.0,6.64
1743,13810.0,
1744,13811.0,
1745,13812.0,
1746,13813.0,
1747,13814.0,
1748,13815.0,
1749,13816.0,
1750,13817.0,4.17
1751,13818.0,
1752,13819.0,
1753,13820.0,
1754,13821.0,
1755,13822.0,
1756,13823.0,
1757,13824.0,2.83
1758,13825.0,
1759,13826.0,
1760,13827.0,
1761,13828.0,
1762,13829.0,
1763,13830.0,
1764,13831.0,
1765,13832.0,
1766,13833.0,3.96
1767,13833.0,3.92
1768,13834.0,
1769,13835.0,
1770,13836.0,
1771,13837.0,
1772,13838.0,20.7
1773,13839.0,
1774,13840.0,
1775,13841.0,
1776,13842.0,
1777,13843.0,
1778,13844.0,
1779,13845.0,7.27
1780,13846.0,
1781,13847.0,
1782,13848.0,
1783,13849.0,
1784,13850.0,
1785,13851.0,10.2
1786,13851.0,10.1
1787,13852.0,
1788,13853.0,
1789,13854.0,
1790,13855.0,
1791,13856.0,
1792,13857.0,
1793,13858.0,14.1
1794,13859.0,
1795,13860.0,
1796,13861.0,
1797,13862.0,
1798,13863.0,
1799,13864.0,8.11
1800,13865.0,
1801,13866.0,
1802,13867.0,
1803,13868.0,
1804,13869.0,
1805,13870.0,
1806,13871.0,
1807,13872.0,
1808,13873.0,
1809,13874.0,
1810,13875.0,
1811,13876.0,
1812,13877.0,
1813,13878.0,
1814,13879.0,
1815,13880.0,
1816,13881.0,
1817,13882.0,
1818,13883.0,
1819,13884.0,
1820,13885.0,
1821,13886.0,
1822,13887.0,
1823,13888.0,
1824,13889.0,
1825,13890.0,
1826,13891.0,
1827,13892.0,
1828,13893.0,
1829,13894.0,
1830,13895.0,
1831,13896.0,
1832,13897.0,
1833,13898.0,
1834,13899.0,
1835,13900.0,
1836,13901.0,
1837,13902.0,
1838,13903.0,9.16
1839,13904.0,
1840,13905.0,
1841,13906.0,
1842,13907.0,
1843,13908.0,
1844,13909.0,
1845,13910.0,
1846,13911.0,
1847,13912.0,
1848,13913.0,
1849,13914.0,
1850,13915.0,
1851,13916.0,7.55
1852,13917.0,
1853,13918.0,
1854,13919.0,
1855,13920.0,
1856,13921.0,
1857,13922.0,
1858,13923.0,
1859,13924.0,
1860,13925.0,
1861,13926.0,
1862,13927.0,
1863,13928.0,
1864,13929.0,
1865,13930.0,
1866,13931.0,
1867,13932.0,
1868,13933.0,
1869,13934.0,
1870,13935.0,
1871,13936.0,
1872,13937.0,
1873,13938.0,
1874,13939.0,
1875,13940.0,
1876,13941.0,
1877,13942.0,
1878,13943.0,
1879,13944.0,
1880,13945.0,
1881,13946.0,
1882,13947.0,
1883,13948.0,
1884,13949.0,
1885,13950.0,
1886,13951.0,
1887,13952.0,
1888,13953.0,
1889,13954.0,
1890,13955.0,
1891,13956.0,
1892,13957.0,
1893,13958.0,
1894,13959.0,
1895,13960.0,
1896,13961.0,
1897,13962.0,
1898,13963.0,
1899,13964.0,6.76
1900,13965.0,
1901,13966.0,
1902,13967.0,
1903,13968.0,
1904,13969.0,
1905,13970.0,
1906,13971.0,
1907,13972.0,
1908,13973.0,
1909,13974.0,
1910,13975.0,
1911,13976.0,
1912,13977.0,
1913,13978.0,
1914,13979.0,
1915,13980.0,
1916,13981.0,
1917,13982.0,
1918,13983.0,
1919,13984.0,
1920,13985.0,
1921,13986.0,4.17
1922,13987.0,
1923,13988.0,
1924,13989.0,
1925,13990.0,
1926,13991.0,
1927,13992.0,
1928,13993.0,
1929,13994.0,
1930,13995.0,
1931,13996.0,
1932,13997.0,
1933,13998.0,
1934,13999.0,
1935,14000.0,
1936,14001.0,
1937,14002.0,
1938,14003.0,
1939,14004.0,
1940,14005.0,
1941,14006.0,
1942,14007.0,
1943,14008.0,
1944,14009.0,
1945,14010.0,
1946,14011.0,
1947,14012.0,
1948,14013.0,
1949,14014.0,2.13
1950,14015.0,
1951,14016.0,
1952,14017.0,
1953,14018.0,
1954,14019.0,
1955,14020.0,
1956,14021.0,
1957,14022.0,
1958,14023.0,
1959,14024.0,
1960,14025.0,
1961,14026.0,
1962,14027.0,
1963,14028.0,
1964,14029.0,
1965,14030.0,
1966,14031.0,
1967,14032.0,
1968,14033.0,
1969,14034.0,
1970,14035.0,
1971,14036.0,
1972,14037.0,
1973,14038.0,
1974,14039.0,
1975,14040.0,
1976,14041.0,
1977,14042.0,
1978,14043.0,
1979,14044.0,
1980,14045.0,
1981,14046.0,
1982,14047.0,
1983,14048.0,
1984,14049.0,
1985,14050.0,
1986,14051.0,
1987,14052.0,
1988,14053.0,3.02
1989,14054.0,
1990,14055.0,
1991,14056.0,
1992,14057.0,
1993,14058.0,
1994,14059.0,
1995,14060.0,
1996,14061.0,
1997,14062.0,
1998,14063.0,
1999,14064.0,
2000,14065.0,
2001,14066.0,
2002,14067.0,
2003,14068.0,
2004,14069.0,
2005,14070.0,
2006,14071.0,
2007,14072.0,
2008,14073.0,
2009,14074.0,
2010,14075.0,
2011,14076.0,
2012,14077.0,
2013,14078.0,
2014,14079.0,
2015,14080.0,
2016,14081.0,
2017,14082.0,
2018,14083.0,2.57
2019,14084.0,
2020,14085.0,
2021,14086.0,
2022,14087.0,
2023,14088.0,
2024,14089.0,
2025,14090.0,
2026,14091.0,
2027,14092.0,
2028,14093.0,
2029,14094.0,
2030,14095.0,2.54
2031,14096.0,
2032,14097.0,
2033,14098.0,
2034,14099.0,
2035,14100.0,
2036,14101.0,
2037,14102.0,
2038,14103.0,
2039,14104.0,6.06
2040,14105.0,
2041,14106.0,
2042,14107.0,
2043,14108.0,
2044,14109.0,
2045,14110.0,
2046,14111.0,2.95
2047,14112.0,
2048,14113.0,
2049,14114.0,
2050,14115.0,
2051,14116.0,
2052,14117.0,3.15
2053,14118.0,
2054,14119.0,
2055,14120.0,
2056,14121.0,
2057,14122.0,
2058,14123.0,
2059,14124.0,
2060,14125.0,2.74
2061,14125.0,2.78
2062,14126.0,
2063,14127.0,
2064,14128.0,
2065,14129.0,
2066,14130.0,
2067,14131.0,
2068,14132.0,
2069,14133.0,5.4
2070,14134.0,
2071,14135.0,
2072,14136.0,
2073,14137.0,
2074,14138.0,5.15
2075,14139.0,
2076,14140.0,
2077,14141.0,
2078,14142.0,
2079,14143.0,
2080,14144.0,
2081,14145.0,
2082,14146.0,
2083,14147.0,3.08
2084,14147.0,3.02
2085,14148.0,
2086,14149.0,
2087,14150.0,
2088,14151.0,
2089,14152.0,3.79
2090,14153.0,
2091,14154.0,
2092,14155.0,
2093,14156.0,
2094,14157.0,
2095,14158.0,
2096,14159.0,11.6
2097,14160.0,
2098,14161.0,
2099,14162.0,
2100,14163.0,
2101,14164.0,
2102,14165.0,
2103,14166.0,
2104,14167.0,4.05
2105,14167.0,4.01
2106,14168.0,
2107,14169.0,
2108,14170.0,
2109,14171.0,
2110,14172.0,
2111,14173.0,
2112,14174.0,
2113,14175.0,3.41
2114,14176.0,
2115,14177.0,
2116,14178.0,
2117,14179.0,
2118,14180.0,
2119,14181.0,6.09
2120,14182.0,
2121,14183.0,
2122,14184.0,
2123,14185.0,
2124,14186.0,
2125,14187.0,11.9
2126,14187.0,11.5
2127,14188.0,
2128,14189.0,
2129,14190.0,
2130,14191.0,
2131,14192.0,
2132,14193.0,
2133,14194.0,
2134,14195.0,
2135,14196.0,9.45
2136,14197.0,
2137,14198.0,
2138,14199.0,
2139,14200.0,
2140,14201.0,
2141,14202.0,5.7
2142,14203.0,
2143,14204.0,
2144,14205.0,
2145,14206.0,
2146,14207.0,
2147,14208.0,10.2
2148,14208.0,10.4
2149,14209.0,
2150,14210.0,
2151,14211.0,
2152,14212.0,
2153,14213.0,
2154,14214.0,
2155,14215.0,
2156,14216.0,10.1
2157,14217.0,
2158,14218.0,
2159,14219.0,
2160,14220.0,
2161,14221.0,
2162,14222.0,
2163,14223.0,8.66
2164,14224.0,
2165,14225.0,
2166,14226.0,
2167,14227.0,
2168,14228.0,
2169,14229.0,
2170,14230.0,
2171,14231.0,
2172,14232.0,
2173,14233.0,
2174,14234.0,
2175,14235.0,
2176,14236.0,
2177,14237.0,
2178,14238.0,
2179,14239.0,
2180,14240.0,
2181,14241.0,
2182,14242.0,
2183,14243.0,
2184,14244.0,
2185,14245.0,
2186,14246.0,
2187,14247.0,
2188,14248.0,
2189,14249.0,
2190,14250.0,
2191,14251.0,4.94
2192,14252.0,
2193,14253.0,
2194,14254.0,
2195,14255.0,
2196,14256.0,
2197,14257.0,
2198,14258.0,
2199,14259.0,6.69
2200,14259.0,6.75
2201,14260.0,
2202,14261.0,
2203,14262.0,
2204,14263.0,
2205,14264.0,
2206,14265.0,8.16
2207,14266.0,
2208,14267.0,
2209,14268.0,
2210,14269.0,
2211,14270.0,
2212,14271.0,
2213,14272.0,8.36
2214,14273.0,
2215,14274.0,
2216,14275.0,
2217,14276.0,
2218,14277.0,
2219,14278.0,
2220,14279.0,8.45
2221,14280.0,8.31
2222,14281.0,
2223,14282.0,
2224,14283.0,
2225,14284.0,
2226,14285.0,
2227,14286.0,6.79
2228,14287.0,
2229,14288.0,
2230,14289.0,
2231,14290.0,
2232,14291.0,
2233,14292.0,
2234,14293.0,
2235,14294.0,
2236,14295.0,6.51
2237,14296.0,
2238,14297.0,
2239,14298.0,
2240,14299.0,5.97
2241,14300.0,
2242,14301.0,
2243,14302.0,
2244,14303.0,
2245,14304.0,
2246,14305.0,
2247,14306.0,5.24
2248,14307.0,
2249,14308.0,
2250,14309.0,
2251,14310.0,
2252,14311.0,
2253,14312.0,
2254,14313.0,6.06
2255,14314.0,
2256,14315.0,
2257,14316.0,
2258,14317.0,
2259,14318.0,
2260,14319.0,
2261,14320.0,5.13
2262,14321.0,
2263,14322.0,
2264,14323.0,
2265,14324.0,
2266,14325.0,
2267,14326.0,
2268,14327.0,
2269,14328.0,6.43
2270,14329.0,
2271,14330.0,
2272,14331.0,
2273,14332.0,
2274,14333.0,
2275,14334.0,
2276,14335.0,4.62
2277,14336.0,
2278,14337.0,
2279,14338.0,
2280,14339.0,
2281,14340.0,
2282,14341.0,3.64
2283,14342.0,
2284,14343.0,
2285,14344.0,
2286,14345.0,
2287,14346.0,
2288,14347.0,
2289,14348.0,
2290,14349.0,2.32
2291,14350.0,
2292,14351.0,2.31
2293,14352.0,
2294,14353.0,
2295,14354.0,
2296,14355.0,2.14
2297,14355.0,2.12
2298,14356.0,2.02
2299,14357.0,
2300,14358.0,
2301,14359.0,
2302,14360.0,
2303,14361.0,
2304,14362.0,
2305,14363.0,
2306,14364.0,
2307,14365.0,2.28
2308,14366.0,
2309,14367.0,
2310,14368.0,
2311,14369.0,
2312,14370.0,2.44
2313,14371.0,
2314,14372.0,
2315,14373.0,
2316,14374.0,
2317,14375.0,
2318,14376.0,
2319,14377.0,
2320,14378.0,2.42
2321,14379.0,
2322,14380.0,
2323,14381.0,
2324,14382.0,
2325,14383.0,
2326,14384.0,
2327,14385.0,
2328,14386.0,2.07
2329,14386.0,1.97
2330,14387.0,
2331,14388.0,
2332,14389.0,
2333,14390.0,
2334,14391.0,1.83
2335,14392.0,
2336,14393.0,
2337,14394.0,
2338,14395.0,
2339,14396.0,
2340,14397.0,
2341,14398.0,
2342,14399.0,2.16
2343,14400.0,
2344,14401.0,
2345,14402.0,
2346,14403.0,
2347,14404.0,
2348,14405.0,
2349,14406.0,2.48
2350,14407.0,
2351,14408.0,
2352,14409.0,
2353,14410.0,
2354,14411.0,2.75
2355,14411.0,2.79
2356,14412.0,
2357,14413.0,
2358,14414.0,
2359,14415.0,
2360,14416.0,
2361,14417.0,
2362,14418.0,
2363,14419.0,2.31
2364,14420.0,
2365,14421.0,
2366,14422.0,
2367,14423.0,
2368,14424.0,
2369,14425.0,
2370,14426.0,1.59
2371,14426.0,1.57
2372,14427.0,
2373,14428.0,
2374,14429.0,
2375,14430.0,
2376,14431.0,
2377,14432.0,1.36
2378,14433.0,
2379,14434.0,
2380,14435.0,
2381,14436.0,
2382,14437.0,
2383,14438.0,
2384,14439.0,2.01
2385,14440.0,
2386,14441.0,
2387,14442.0,
2388,14443.0,
2389,14444.0,
2390,14445.0,
2391,14446.0,
2392,14447.0,
2393,14448.0,
2394,14449.0,1.58
2395,14450.0,
2396,14451.0,
2397,14452.0,
2398,14453.0,
2399,14454.0,1.71
2400,14455.0,
2401,14456.0,
2402,14457.0,
2403,14458.0,
2404,14459.0,
2405,14460.0,
2406,14461.0,
2407,14462.0,
2408,14463.0,2.1
2409,14464.0,
2410,14465.0,
2411,14466.0,
2412,14467.0,1.64
2413,14467.0,1.7
2414,14468.0,
2415,14469.0,
2416,14470.0,
2417,14471.0,
2418,14472.0,
2419,14473.0,1.75
2420,14474.0,
2421,14475.0,
2422,14476.0,
2423,14477.0,
2424,14478.0,
2425,14479.0,
2426,14480.0,
2427,14481.0,
2428,14482.0,1.02
2429,14483.0,
2430,14484.0,
2431,14485.0,
2432,14486.0,
2433,14487.0,
2434,14488.0,
2435,14489.0,
2436,14490.0,1.18
2437,14491.0,
2438,14492.0,
2439,14493.0,
2440,14494.0,
2441,14495.0,
2442,14496.0,
2443,14497.0,
2444,14498.0,3.21
2445,14499.0,
2446,14500.0,
2447,14501.0,
2448,14502.0,
2449,14503.0,2.99
2450,14503.0,3.02
2451,14504.0,
2452,14505.0,
2453,14506.0,
2454,14507.0,
2455,14508.0,
2456,14509.0,
2457,14510.0,
2458,14511.0,2.98
2459,14512.0,
2460,14513.0,
2461,14514.0,
2462,14515.0,
2463,14516.0,
2464,14517.0,3.21
2465,14518.0,
2466,14519.0,
2467,14520.0,
2468,14521.0,
2469,14522.0,
2470,14523.0,
2471,14524.0,
2472,14525.0,3.11
2473,14526.0,
2474,14527.0,
2475,14528.0,
2476,14529.0,
2477,14530.0,
2478,14531.0,4.02
2479,14531.0,4.08
2480,14532.0,
2481,14533.0,
2482,14534.0,
2483,14535.0,
2484,14536.0,
2485,14537.0,
2486,14538.0,4.13
2487,14539.0,
2488,14540.0,
2489,14541.0,
2490,14542.0,
2491,14543.0,
2492,14544.0,
2493,14545.0,
2494,14546.0,2.79
2495,14547.0,
2496,14548.0,
2497,14549.0,
2498,14550.0,
2499,14551.0,1.93
2500,14552.0,1.69
2501,14553.0,
2502,14554.0,
2503,14555.0,
2504,14556.0,
2505,14557.0,3.74
2506,14558.0,
2507,14559.0,
2508,14560.0,
2509,14561.0,
2510,14562.0,
2511,14563.0,
2512,14564.0,
2513,14565.0,24.1
2514,14566.0,
2515,14567.0,
2516,14568.0,
2517,14569.0,
2518,14570.0,
2519,14571.0,
2520,14572.0,
2521,14573.0,4.49
2522,14574.0,
2523,14575.0,
2524,14576.0,
2525,14577.0,
2526,14578.0,18.6
2527,14579.0,21.8
2528,14580.0,
2529,14581.0,19.7
2530,14582.0,
2531,14583.0,
2532,14584.0,
2533,14585.0,
2534,14586.0,
2535,14587.0,
2536,14588.0,
2537,14589.0,18.3
2538,14590.0,
2539,14591.0,
2540,14592.0,17.8
2541,14593.0,
2542,14594.0,
2543,14595.0,18.7
2544,14596.0,
2545,14597.0,
2546,14598.0,
2547,14599.0,
2548,14600.0,
2549,14601.0,
2550,14602.0,
2551,14603.0,
2552,14604.0,
2553,14605.0,
2554,14606.0,
2555,14607.0,
2556,14608.0,
2557,14609.0,
2558,14610.0,
2559,14611.0,
2560,14612.0,
2561,14613.0,
2562,14614.0,
2563,14615.0,
2564,14616.0,
2565,14617.0,
2566,14618.0,
2567,14619.0,
2568,14620.0,
2569,14621.0,11.4
2570,14621.0,11.3
2571,14622.0,
2572,14623.0,
2573,14624.0,
2574,14625.0,
2575,14626.0,
2576,14627.0,
2577,14628.0,
2578,14629.0,
2579,14630.0,
2580,14631.0,13.3
2581,14632.0,
2582,14633.0,
2583,14634.0,
2584,14635.0,
2585,14636.0,15.4
2586,14637.0,
2587,14638.0,
2588,14639.0,
2589,14640.0,
2590,14641.0,
2591,14642.0,
2592,14643.0,
2593,14644.0,
2594,14645.0,15.6
2595,14646.0,
2596,14647.0,
2597,14648.0,
2598,14649.0,
2599,14650.0,
2600,14651.0,12.6
2601,14651.0,12.5
2602,14652.0,
2603,14653.0,
2604,14654.0,
2605,14655.0,
2606,14656.0,13.0
2607,14657.0,
2608,14658.0,
2609,14659.0,
2610,14660.0,
2611,14661.0,
2612,14662.0,
2613,14663.0,10.3
2614,14664.0,
2615,14665.0,
2616,14666.0,10.3
2617,14667.0,
2618,14668.0,
2619,14669.0,
2620,14670.0,
2621,14671.0,
2622,14672.0,
2623,14673.0,9.24
2624,14674.0,
2625,14675.0,
2626,14676.0,
2627,14677.0,8.23
2628,14678.0,
2629,14679.0,
2630,14680.0,8.13
2631,14681.0,
2632,14682.0,
2633,14683.0,
2634,14684.0,
2635,14685.0,
2636,14686.0,6.37
2637,14687.0,
2638,14688.0,
2639,14689.0,
2640,14690.0,
2641,14691.0,
2642,14692.0,
2643,14693.0,
2644,14694.0,4.51
2645,14695.0,
2646,14696.0,
2647,14697.0,
2648,14698.0,
2649,14699.0,9.34
2650,14700.0,
2651,14701.0,
2652,14702.0,
2653,14703.0,
2654,14704.0,
2655,14705.0,
2656,14706.0,
2657,14707.0,5.53
2658,14708.0,
2659,14709.0,
2660,14710.0,
2661,14711.0,
2662,14712.0,3.75
2663,14713.0,
2664,14714.0,
2665,14715.0,
2666,14716.0,
2667,14717.0,
2668,14718.0,
2669,14719.0,
2670,14720.0,
2671,14721.0,
2672,14722.0,2.98
2673,14723.0,
2674,14724.0,
2675,14725.0,
2676,14726.0,
2677,14727.0,
2678,14728.0,
2679,14729.0,1.91
2680,14730.0,
2681,14731.0,
2682,14732.0,
2683,14733.0,
2684,14734.0,
2685,14735.0,
2686,14736.0,
2687,14737.0,
2688,14738.0,
2689,14739.0,2.81
2690,14740.0,
2691,14741.0,
2692,14742.0,
2693,14743.0,3.09
2694,14744.0,
2695,14745.0,
2696,14746.0,
2697,14747.0,
2698,14748.0,2.68
2699,14749.0,
2700,14750.0,2.26
2701,14751.0,
2702,14752.0,
2703,14753.0,
2704,14754.0,
2705,14755.0,
2706,14756.0,2.19
2707,14757.0,
2708,14758.0,
2709,14759.0,
2710,14760.0,
2711,14761.0,
2712,14762.0,
2713,14763.0,
2714,14764.0,2.19
2715,14765.0,
2716,14766.0,
2717,14767.0,
2718,14768.0,
2719,14769.0,
2720,14770.0,
2721,14771.0,2.72
2722,14772.0,
2723,14773.0,
2724,14774.0,
2725,14775.0,
2726,14776.0,2.58
2727,14777.0,
2728,14778.0,
2729,14779.0,
2730,14780.0,
2731,14781.0,
2732,14782.0,
2733,14783.0,
2734,14784.0,
2735,14785.0,0.9590000000000001
2736,14785.0,0.9490000000000001
2737,14786.0,
2738,14787.0,
2739,14788.0,
2740,14789.0,
2741,14790.0,
2742,14791.0,
2743,14792.0,0.9470000000000001
2744,14793.0,
2745,14794.0,
2746,14795.0,
2747,14796.0,
2748,14797.0,
2749,14798.0,
2750,14799.0,0.865
2751,14800.0,
2752,14801.0,
2753,14802.0,
2754,14803.0,1.64
2755,14804.0,
2756,14805.0,1.18
2757,14806.0,
2758,14807.0,
2759,14808.0,
2760,14809.0,
2761,14810.0,
2762,14811.0,
2763,14812.0,
2764,14813.0,0.871
2765,14814.0,
2766,14815.0,
2767,14816.0,
2768,14817.0,
2769,14818.0,
2770,14819.0,0.9179999999999999
2771,14820.0,
2772,14821.0,
2773,14822.0,
2774,14823.0,
2775,14824.0,
2776,14825.0,
2777,14826.0,1.9
2778,14827.0,
2779,14828.0,
2780,14829.0,
2781,14830.0,1.76
2782,14831.0,
2783,14832.0,
2784,14833.0,1.69
2785,14834.0,
2786,14835.0,
2787,14836.0,
2788,14837.0,
2789,14838.0,
2790,14839.0,
2791,14840.0,1.94
2792,14841.0,
2793,14842.0,
2794,14843.0,
2795,14844.0,
2796,14845.0,
2797,14846.0,
2798,14847.0,
2799,14848.0,19.4
2800,14849.0,
2801,14850.0,
2802,14851.0,
2803,14852.0,
2804,14853.0,
2805,14854.0,
2806,14855.0,2.76
2807,14856.0,
2808,14857.0,
2809,14858.0,2.57
2810,14859.0,
2811,14860.0,
2812,14861.0,2.37
2813,14862.0,
2814,14863.0,
2815,14864.0,
2816,14865.0,
2817,14866.0,
2818,14867.0,
2819,14868.0,2.48
2820,14869.0,
2821,14870.0,
2822,14871.0,
2823,14872.0,
2824,14873.0,
2825,14874.0,
2826,14875.0,
2827,14876.0,
2828,14877.0,
2829,14878.0,
2830,14879.0,
2831,14880.0,
2832,14881.0,
2833,14882.0,
2834,14883.0,16.2
2835,14884.0,
2836,14885.0,
2837,14886.0,
2838,14887.0,
2839,14888.0,
2840,14889.0,16.9
2841,14890.0,
2842,14891.0,
2843,14892.0,
2844,14893.0,
2845,14894.0,
2846,14895.0,
2847,14896.0,
2848,14897.0,5.35
2849,14898.0,
2850,14899.0,
2851,14900.0,
2852,14901.0,3.71
2853,14902.0,
2854,14903.0,3.43
2855,14904.0,
2856,14905.0,
2857,14906.0,
2858,14907.0,
2859,14908.0,
2860,14909.0,
2861,14910.0,
2862,14911.0,13.2
2863,14912.0,
2864,14913.0,
2865,14914.0,
2866,14915.0,
2867,14916.0,7.18
2868,14917.0,
2869,14918.0,5.22
2870,14919.0,
2871,14920.0,
2872,14921.0,
2873,14922.0,
2874,14923.0,14.3
2875,14924.0,
2876,14925.0,
2877,14926.0,
2878,14927.0,
2879,14928.0,
2880,14929.0,11.1
2881,14930.0,
2882,14931.0,
2883,14932.0,
2884,14933.0,
2885,14934.0,
2886,14935.0,
2887,14936.0,
2888,14937.0,
2889,14938.0,
2890,14939.0,10.3
2891,14940.0,
2892,14941.0,
2893,14942.0,10.1
2894,14943.0,
2895,14944.0,7.82
2896,14945.0,
2897,14946.0,
2898,14947.0,
2899,14948.0,
2900,14949.0,
2901,14950.0,12.8
2902,14951.0,
2903,14952.0,
2904,14953.0,
2905,14954.0,
2906,14955.0,
2907,14956.0,
2908,14957.0,
2909,14958.0,10.9
2910,14959.0,
2911,14960.0,
2912,14961.0,
2913,14962.0,
2914,14963.0,
2915,14964.0,
2916,14965.0,
2917,14966.0,
2918,14967.0,
2919,14968.0,
2920,14969.0,
2921,14970.0,
2922,14971.0,
2923,14972.0,
2924,14973.0,
2925,14974.0,
2926,14975.0,
2927,14976.0,
2928,14977.0,
2929,14978.0,
2930,14979.0,
2931,14980.0,12.7
2932,14981.0,
2933,14982.0,
2934,14983.0,
2935,14984.0,
2936,14985.0,
2937,14986.0,
2938,14987.0,
2939,14988.0,9.43
2940,14989.0,
2941,14990.0,
2942,14991.0,
2943,14992.0,
2944,14993.0,
2945,14994.0,9.43
2946,14995.0,
2947,14996.0,
2948,14997.0,
2949,14998.0,9.62
2950,14999.0,
2951,15000.0,
2952,15001.0,9.92
2953,15002.0,
2954,15003.0,
2955,15004.0,
2956,15005.0,
2957,15006.0,
2958,15007.0,
2959,15008.0,
2960,15009.0,8.02
2961,15010.0,
2962,15011.0,
2963,15012.0,
2964,15013.0,
2965,15014.0,6.79
2966,15015.0,
2967,15016.0,
2968,15017.0,
2969,15018.0,
2970,15019.0,
2971,15020.0,
2972,15021.0,9.42
2973,15022.0,
2974,15023.0,7.5
2975,15024.0,
2976,15025.0,
2977,15026.0,
2978,15027.0,
2979,15028.0,
2980,15029.0,10.1
2981,15030.0,
2982,15031.0,
2983,15032.0,
2984,15033.0,
2985,15034.0,
2986,15035.0,8.51
2987,15036.0,
2988,15037.0,
2989,15038.0,
2990,15039.0,
2991,15040.0,
2992,15041.0,
2993,15042.0,
2994,15043.0,7.3
2995,15044.0,
2996,15045.0,
2997,15046.0,
2998,15047.0,
2999,15048.0,
3000,15049.0,
3001,15050.0,4.8
3002,15051.0,
3003,15052.0,
3004,15053.0,
3005,15054.0,
3006,15055.0,
3007,15056.0,3.86
3008,15057.0,3.86
3009,15058.0,
3010,15059.0,
3011,15060.0,
3012,15061.0,
3013,15062.0,
3014,15063.0,
3015,15064.0,
3016,15065.0,3.61
3017,15066.0,
3018,15067.0,
3019,15068.0,
3020,15069.0,
3021,15070.0,
3022,15071.0,2.81
3023,15072.0,
3024,15073.0,
3025,15074.0,
3026,15075.0,
3027,15076.0,2.42
3028,15077.0,
3029,15078.0,2.66
3030,15079.0,
3031,15080.0,
3032,15081.0,
3033,15082.0,
3034,15083.0,
3035,15084.0,2.88
3036,15085.0,
3037,15086.0,
3038,15087.0,
3039,15088.0,
3040,15089.0,
3041,15090.0,
3042,15091.0,
3043,15092.0,
3044,15093.0,
3045,15094.0,
3046,15095.0,
3047,15096.0,
3048,15097.0,
3049,15098.0,
3050,15099.0,2.61
3051,15100.0,
3052,15101.0,
3053,15102.0,
3054,15103.0,
3055,15104.0,
3056,15105.0,
3057,15106.0,1.6
3058,15107.0,
3059,15108.0,
3060,15109.0,
3061,15110.0,
3062,15111.0,
3063,15112.0,1.1
3064,15113.0,
3065,15114.0,1.09
3066,15115.0,
3067,15116.0,
3068,15117.0,
3069,15118.0,
3070,15119.0,
3071,15120.0,1.95
3072,15121.0,
3073,15122.0,
3074,15123.0,
3075,15124.0,
3076,15125.0,
3077,15126.0,
3078,15127.0,2.06
3079,15128.0,
3080,15129.0,
3081,15130.0,
3082,15131.0,
3083,15132.0,2.14
3084,15133.0,
3085,15134.0,1.92
3086,15135.0,
3087,15136.0,
3088,15137.0,
3089,15138.0,
3090,15139.0,
3091,15140.0,
3092,15141.0,2.12
3093,15142.0,
3094,15143.0,
3095,15144.0,
3096,15145.0,2.96
3097,15146.0,
3098,15147.0,
3099,15148.0,
3100,15149.0,
3101,15150.0,
3102,15151.0,
3103,15152.0,
3104,15153.0,
3105,15154.0,
3106,15155.0,
3107,15156.0,1.23
3108,15157.0,
3109,15158.0,
3110,15159.0,
3111,15160.0,
3112,15161.0,
3113,15162.0,
3114,15163.0,1.29
