,ID,E,N,ID_5kmsq,OID_,UNIQUE,A1,A2,A3,A2A3,A4,A10A11,A12,A19,A21,A22,A23,A24,A25,A27,A31,A32,A99G1,B5B14,B21,B99,C1,G1,G2,G5,K201,K202,K203,K204,K205,K206,K207,K208,K209,K210,K211,K299,M1M4M7,M1,M4,M7,M9,M13M14,M17,M98,L1TOL5,L9L14,L98,N98,P90,geometry
0,500131,87500,7500,50013187500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-6.352077147598139 49.8859481769574)
1,500132,92500,7500,50013292500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-6.28267254272897 49.8885373817449)
2,500261,87500,12500,50026187500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-6.356121648555834 49.93078789271393)
3,500262,92500,12500,50026292500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-6.286653033960608 49.93338118711554)
4,500277,167500,12500,500277167500.0,763,500277167500.0,2.04042,0.48581,13.67248,14.1583,0.0,2.43566,0.0008,0.37695,0.0024,0.0,1.67024,0.0,0.0,0.0,1.21333,2.71349,45.43077,0.0,0.00883,0.00883,0.00401,20.81917,72.93083,318.18,28.85687,19.42624,16.02946,18.5817,16.45885,15.53141,8.99093,10.53587,16.83053,25.46316,60.9393,237.64565,101.42736,90.14114,4.70915,6.57706,2.09074,4.23281,171.97077,279.72148,1.06781,20.00601,21.07383,23.59964,4.97716,POINT (-5.243511148962318 49.96729097961222)
5,500278,172500,12500,500278172500.0,764,500278172500.0,0.00275,0.0,42.47941,42.47941,1.83625,3.09285,0.0055,0.57874,0.00825,0.0,5.33531,0.0,0.0,0.0,1.22233,6.10516,103.8991,0.0,0.01101,0.01101,0.0,42.03497,180.23503,219.55,68.41617,46.0573,38.00393,44.05497,39.02195,36.82312,21.31642,24.97929,39.90317,60.37011,144.47977,563.42933,108.78701,96.68186,5.05086,7.0543,2.24244,4.53995,184.44912,300.01832,2.56028,47.96823,50.52853,56.58466,11.80025,POINT (-5.173901471111552 49.96921841493074)
6,500391,87500,17500,50039187500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-6.360176329862456 49.97562701833375)
7,500392,92500,17500,50039292500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-6.29064354577962 49.97822440988551)
8,500407,167500,17500,500407167500.0,765,500407167500.0,37.73131,8.98364,30.83251,39.81615,0.0,18.56345,0.01484,5.26244,0.04454,0.0,30.88592,0.0,0.0,0.0,22.43684,4.27859,318.27028,0.0,0.16333,0.16333,0.07424,159.23619,613.24381,463.31,237.77442,160.06811,132.07936,153.10922,135.61738,127.97554,74.08336,86.81336,138.67999,209.81104,502.12682,1958.14949,304.28207,270.42342,14.12746,19.73119,6.27222,12.69843,515.91231,839.16445,8.33472,156.15532,164.49009,184.20514,41.01074,POINT (-5.246535477649796 50.0121878170211)
9,500408,172500,17500,500408172500.0,766,500408172500.0,1.3419,2.70074,73.36473,76.06548,7.88313,9.6809,0.03477,5.61188,0.06407,0.0,26.29775,0.0,0.0,0.0,4.81639,3.83911,324.88657,0.0,1.34473,1.34473,0.58356,179.98717,812.10283,764.63,305.37182,205.57422,169.62848,196.63697,174.17233,164.35798,95.14468,111.49371,178.10562,269.45867,644.87754,2514.83602,432.54793,384.41663,20.0827,28.0486,8.91618,18.05128,733.38793,1192.90249,10.20977,191.28549,201.49534,225.64567,52.66977,POINT (-5.176861168496825 50.01411830206109)
10,500409,177500,17500,500409177500.0,767,500409177500.0,2.8291,6.99174,29.32544,36.31718,2.71693,25.22511,0.03738,11.01729,0.08724,0.0,16.31407,0.0,0.0,0.0,0.24926,2.57984,225.28532,0.0,3.45225,3.45225,1.54541,115.2121,355.6179,437.43,144.92457,97.56223,80.50296,93.32075,82.6594,78.00166,45.15414,52.91313,84.52607,127.88076,306.04854,1193.50084,223.63608,198.75122,10.38316,14.5017,4.60985,9.33288,379.17649,616.75487,5.31905,99.65516,104.97424,117.55599,24.99623,POINT (-5.107179388959458 50.01600700304483)
11,500410,182500,17500,500410182500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-5.03749030151 50.01785390932162)
12,500530,132500,22500,500530132500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-5.737517633096874 50.04237853527679)
13,500531,137500,22500,500531137500.0,768,500531137500.0,44.07083,6.81121,56.04419,62.85539,0.98273,138.92455,0.3671,5.69883,0.76584,0.0,37.98419,6.31017,0.0,0.31466,2.99142,8.02771,567.00689,0.30262,5.52783,5.83046,0.6755,247.9399,336.9801,140.51,157.75303,96.49755,94.47826,96.79489,69.73741,91.56167,39.83985,42.62554,90.80474,175.16432,322.84991,1278.11511,41.95171,37.97552,0.7639,3.21228,1.87189,7.24215,47.37762,98.44337,13.15758,91.35195,104.5094,233.11286,22.53051,POINT (-5.66783554907695 50.04460470657212)
14,500532,142500,22500,500532142500.0,769,500532142500.0,12.08081,20.24065,74.33936,94.58001,4.68926,34.73232,0.0,27.55272,0.02649,0.0,40.5078,0.15895,0.0,0.0,14.27973,3.73551,396.26514,1.48361,8.00089,9.48449,3.31162,161.03379,284.42621,148.05,128.98041,66.54743,129.35788,84.49528,52.62056,124.3259,28.95586,22.63634,105.79026,72.55416,442.07834,1258.36528,55.46457,47.54611,2.23421,5.68425,1.76391,7.92858,53.55812,118.71521,19.05623,136.01056,155.06681,88.76792,23.67818,POINT (-5.598144832375837 50.04678910924438)
15,500533,147500,22500,500533147500.0,770,500533147500.0,2.73656,0.13127,2.47064,2.60192,1.23869,5.26779,0.0,0.07741,0.00336,0.0,5.54044,0.02356,0.0,0.0,0.00336,0.8314,50.38642,0.0,0.0,0.0,0.0,18.32863,25.91137,6.52,12.80944,6.60903,12.84693,8.39149,5.22591,12.34719,2.8757,2.24808,10.50636,7.20558,43.90416,124.97212,4.74361,4.06639,0.19108,0.48614,0.15085,0.67809,4.58056,10.15313,2.08967,14.91466,17.00433,9.73412,2.35155,POINT (-5.528445645168292 50.0489317309754)
16,500536,162500,22500,500536162500.0,771,500536162500.0,2.9245,0.0,0.8583,0.8583,0.0,5.84149,0.0,0.02631,0.00125,0.0,1.46601,0.0,0.0,0.0,0.0,1.39835,32.36567,0.0,0.00125,0.00125,0.0,19.84945,6.50054,6.47,3.31134,2.93201,3.50444,2.29221,2.67351,3.01765,2.28482,1.96241,3.40958,4.43098,14.06284,43.88217,2.13634,0.93723,0.37213,0.82696,0.04134,0.0,2.06744,4.24513,0.2509,7.97105,8.22196,2.0649,0.77443,POINT (-5.319298884119124 50.05510879083423)
17,500537,167500,22500,500537167500.0,772,500537167500.0,36.56072,88.60776,171.63718,260.24495,0.0,26.68236,0.03732,11.86031,0.09002,0.0,36.31458,0.0,0.0,0.0,27.26274,13.54359,824.39075,0.15949,44.01492,44.17441,2.67183,406.53369,840.54631,250.06,310.88449,217.15917,207.4758,189.41471,181.4247,198.12868,106.51185,117.67157,184.3866,327.56738,754.91295,2795.55568,233.77324,196.05121,13.92202,23.80001,5.28377,7.36774,303.76723,550.1918,14.09683,227.45934,241.5561,207.80211,51.26243,POINT (-5.249567439102938 50.05708417028022)
18,500538,172500,22500,500538172500.0,773,500538172500.0,17.17252,49.19402,100.8689,150.06292,1.1573,11.25495,0.03888,11.39248,0.09276,0.0,42.89012,0.0,0.0,0.0,1.08759,6.13927,565.32698,0.0,33.52166,33.52166,1.49536,317.94913,627.46087,709.47,274.50205,182.40894,174.36393,154.77443,145.90835,172.50312,73.78574,90.3708,132.05514,299.11728,588.45391,2288.2568,281.6494,251.12986,12.30674,18.2128,6.85108,9.10052,324.4824,622.08308,10.80417,82.34375,93.14768,134.39402,38.74414,POINT (-5.179828336285623 50.0590177106924)
19,500539,177500,22500,500539177500.0,774,500539177500.0,24.06366,53.00341,111.12692,164.13033,7.16908,56.22491,0.14446,27.21526,0.31663,0.0,74.96684,0.0,0.0,0.0,1.08007,13.32348,804.86929,0.0,7.81825,7.81825,3.43492,384.6819,939.2581,247.44,400.40085,268.51898,231.85293,248.34728,223.77714,226.18302,119.68936,141.94063,221.43508,377.85036,849.3385,3309.35272,343.15432,305.25561,15.6645,22.23421,7.43706,13.39788,528.59112,892.5798,16.09842,236.11988,252.21823,298.85522,65.35064,POINT (-5.110081738558047 50.06090940115345)
20,500540,182500,22500,500540182500.0,775,500540182500.0,0.41314,1.02102,4.28246,5.30348,0.39676,3.68368,0.00546,1.60888,0.01274,0.0,2.38238,0.0,0.0,0.0,0.0364,0.37674,39.22531,0.0,0.50414,0.50414,0.22568,23.15107,71.45893,75.87,29.12158,19.60445,16.17651,18.75215,16.60983,15.67389,9.07341,10.63252,16.98492,25.69675,61.49832,239.82566,41.97639,37.30552,1.94892,2.72196,0.86526,1.75178,71.17126,115.76462,1.00769,18.87969,19.88739,22.271,5.02282,POINT (-5.040327808922113 50.06275923098027)
21,500660,132500,27500,500660132500.0,776,500660132500.0,0.15636,0.18779,1.24608,1.43387,0.0,1.28114,0.0,0.0,0.0,0.0,0.38405,0.0012,0.0,0.0,0.0,0.38889,6.34061,0.0,0.29539,0.29539,0.0,2.6854,8.9146,14.77,3.03086,1.99042,1.23944,1.80053,1.38843,1.21265,0.80539,0.9539,1.39606,4.14607,4.23497,22.19869,1.16016,1.09612,0.0,0.06403,0.06403,0.22868,1.46689,2.91977,0.15516,1.05107,1.20623,4.51322,0.37479,POINT (-5.741011213869336 50.08725113116212)
22,500661,137500,27500,500661137500.0,777,500661137500.0,15.49644,25.4438,136.68258,162.12638,4.11829,94.91875,0.0,19.62703,0.03062,0.0,51.40172,0.20824,0.0,7.12215,14.30918,17.52523,757.89036,1.10453,14.91337,16.0179,2.13238,360.47214,877.39786,246.39,334.91379,203.38588,206.8287,206.14018,147.52702,200.31926,84.14723,89.03041,196.5638,363.40503,706.77703,2739.05716,89.30911,80.40702,1.82743,7.07466,3.86816,15.14695,99.36798,207.69221,26.33623,184.01995,210.35598,388.02271,48.46324,POINT (-5.67126436059498 50.08948082464192)
23,500662,142500,27500,500662142500.0,778,500662142500.0,47.0403,32.09829,119.13278,151.23107,8.53011,71.0576,0.0,33.40856,0.04893,0.0,95.08348,0.32373,0.0,0.0,10.81874,12.64788,937.35889,1.1065,11.64755,12.75405,3.32216,448.48561,890.67439,248.71,388.58522,207.07627,373.16108,245.86597,159.97693,360.01262,85.04765,70.81591,306.88047,242.60243,1269.86806,3709.95636,148.87454,126.90821,6.10259,15.86374,4.68801,20.04637,140.65545,314.26448,46.68086,332.60817,379.2891,243.96572,68.88369,POINT (-5.601508846296565 50.09166868373012)
24,500663,147500,27500,500663147500.0,779,500663147500.0,10.20386,0.59534,9.57298,10.16832,3.40658,19.99368,0.0,0.21291,0.00925,0.0,16.07387,0.08153,0.0,0.0,0.00925,4.27818,190.04255,0.68621,3.68214,4.36836,0.16737,87.73612,134.39388,203.43,64.31648,33.18408,64.5047,42.13383,26.2394,61.99549,14.43893,11.28768,52.75264,36.17936,220.44372,627.48772,39.76934,34.09163,1.60198,4.07573,1.26476,5.68497,38.40238,85.12147,12.93154,92.29664,105.2282,60.23783,11.8072,POINT (-5.531744833676241 50.09381469607106)
25,500664,152500,27500,500664152500.0,780,500664152500.0,0.0,0.0,1.57691,1.57691,0.0,3.41609,0.0,0.0,0.0,0.0,0.6476,0.00323,0.0,0.0,4.02807,0.20723,19.02574,0.79654,15.82411,16.62065,1.60605,9.13041,25.55959,45.81,8.30324,4.59154,2.15339,7.26838,3.92562,2.32989,8.65652,2.90097,2.56955,9.4151,8.60912,60.72266,6.4252,5.01427,0.34015,1.07077,0.12191,0.14298,2.9259,9.61601,0.78065,4.00935,4.79,4.14269,1.20077,POINT (-5.46197248556207 50.09591884954273)
26,500665,157500,27500,500665157500.0,781,500665157500.0,15.71141,5.95103,55.2072,61.15823,5.27598,63.27365,0.927,3.19579,0.03868,0.0,21.94658,0.11919,0.0,0.0,6.0425,16.29849,315.65008,1.35613,59.30169,60.65782,1.45378,119.16752,283.19248,124.05,114.8548,81.59942,51.5602,73.57277,59.28657,58.49427,43.18482,44.56088,41.95595,131.81728,202.81988,903.70707,140.28005,123.58956,12.21278,4.47771,4.66738,7.52296,160.57245,313.0427,6.48812,77.39334,83.88142,533.18417,22.51671,POINT (-5.392191964905705 50.09798113225691)
27,500666,162500,27500,500666162500.0,782,500666162500.0,46.15541,10.87532,84.80359,95.67891,6.95387,110.7061,2.489,5.25279,0.08631,0.0,45.85598,0.0,0.0,0.0,0.0,31.3645,656.89535,1.38755,105.28802,106.67556,0.43071,301.86962,574.18038,196.22,174.92477,138.92673,121.14338,109.78981,109.55299,119.62811,69.83348,81.59179,106.82814,213.01177,481.39715,1726.6377,198.47212,159.17692,20.91494,18.38026,6.22302,8.93683,227.49049,441.12242,10.14457,232.65954,242.80415,761.70412,37.86743,POINT (-5.322403434780019 50.10000153255957)
28,500667,167500,27500,500667167500.0,783,500667167500.0,28.77002,51.19313,108.83191,160.02505,0.01615,51.33,0.08465,3.08476,0.1312,0.01615,42.20789,0.0,0.0,0.01615,0.04847,5.40441,585.20123,0.67395,49.12929,49.80325,0.58724,261.70236,978.57764,263.95,261.80625,200.54431,201.11049,164.72404,168.88509,206.86664,106.33576,113.42319,153.34988,341.47256,665.43809,2583.97009,174.82765,136.39174,9.38238,29.05353,6.2432,3.53131,151.68617,336.28841,25.61652,305.09128,330.70728,814.13167,45.06913,POINT (-5.252607058376705 50.10198003903088)
29,500668,172500,27500,500668172500.0,784,500668172500.0,30.9604,44.09472,49.34699,93.44171,0.0,44.32337,0.04588,15.50164,0.08981,0.0,42.96479,0.0,0.0,0.0,1.00663,8.14437,484.74706,0.0,10.43548,10.43548,0.73592,248.08196,811.52804,266.02,301.72019,199.58586,200.00384,161.73132,156.30892,199.05638,76.62144,95.57176,134.44623,350.48931,650.14724,2525.69712,170.03625,152.13557,6.93778,10.96291,4.80415,3.79851,98.08705,276.72593,11.25069,49.00117,60.2515,108.00384,39.3034,POINT (-5.182802999003923 50.10391664048561)
30,500669,177500,27500,500669177500.0,785,500669177500.0,35.23859,35.02475,96.43224,131.45699,10.59269,10.07065,0.06345,8.24534,10.85662,0.0,31.9512,0.0,0.0,0.0,0.525,18.65013,408.1532,0.0,0.24156,0.24156,0.05031,137.61414,510.04586,161.18,196.25147,119.58513,79.1182,138.10004,99.15922,83.47013,47.40687,61.05161,56.00006,205.93334,267.30194,1353.37699,91.74776,81.46648,6.57597,3.70531,4.98575,3.03722,76.3008,176.07143,12.17491,41.45755,53.63225,1048.9447,38.73194,POINT (-5.112991420083908 50.10581132597315)
31,500670,182500,27500,500670182500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-5.043172485150594 50.10766408477789)
32,500790,132500,32500,500790132500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-5.744513618260861 50.13212319895694)
33,500791,137500,32500,500791137500.0,786,500791137500.0,5.93083,12.34585,91.14101,103.48686,1.98385,58.91519,0.0,3.87539,0.02512,0.0,25.35424,0.12622,0.0,12.8583,9.23976,5.35558,519.0187,0.26941,0.86161,1.13103,0.03454,276.73065,749.16935,319.88,269.02964,175.26125,115.99001,160.43493,122.73757,113.30888,71.07533,83.27164,127.53503,359.9201,396.32651,1994.89026,62.80249,58.74143,0.27359,3.78746,3.30747,12.01156,77.3778,155.49927,13.37161,90.97481,104.34617,362.05003,33.87028,POINT (-5.67470183315807 50.13435642115819)
34,500792,142500,32500,500792142500.0,787,500792142500.0,33.42339,11.57583,75.90519,87.48101,0.0,30.74054,0.00029,8.49731,0.00641,0.0,40.40819,0.11392,0.0,0.0,0.05889,12.49107,602.43259,0.0,22.47189,22.47189,0.3207,388.44356,999.28644,497.15,410.02666,276.05177,249.0313,183.43564,181.42731,252.73559,70.61209,97.60375,220.36186,465.84363,798.13966,3205.29172,182.03786,147.40212,8.61592,26.01982,5.22388,11.02545,138.11453,336.40184,15.43707,105.53492,120.97198,288.53147,51.25217,POINT (-5.604881358560035 50.13654774307878)
35,500793,147500,32500,500793147500.0,788,500793147500.0,36.3058,9.59195,84.43114,94.02309,0.0,53.66771,0.0,7.50854,0.0067,0.0,37.90053,0.14994,0.0,0.0,0.32849,29.95546,543.16526,0.56215,44.48711,45.04926,0.15051,278.92825,628.90175,204.26,238.39931,175.98281,114.55278,123.99464,117.58966,119.88713,63.70454,64.12159,102.00515,335.26464,350.78854,1806.29103,103.41601,83.75967,5.33421,14.32213,2.83441,4.41173,78.92389,189.58609,8.3579,43.9484,52.30622,246.5178,38.12596,POINT (-5.53505235769863 50.13869715232541)
36,500794,152500,32500,500794152500.0,789,500794152500.0,33.4875,23.55588,89.23046,112.78634,0.0,183.63996,0.0169,17.02566,0.05468,0.0,28.51757,0.46519,0.0,0.0,9.4278,112.81369,807.62708,1.08133,120.76961,121.85094,1.45491,286.56784,524.41216,107.52,135.7799,86.64854,72.21584,190.17768,87.03559,71.1993,160.42419,45.07414,54.72486,189.78119,253.66595,1346.71998,69.24128,59.21299,4.05167,5.97663,1.60854,4.85507,62.367,138.0719,16.45412,63.50676,79.96063,166.42747,55.76409,POINT (-5.465214993932383 50.14080463673912)
37,500795,157500,32500,500795157500.0,790,500795157500.0,36.77618,64.20966,192.04159,256.25125,5.2659,197.48336,1.1428,19.6239,0.08672,0.0,51.78533,0.51,0.0,0.12271,13.47979,49.19219,888.63238,1.75938,154.11192,155.8713,1.50419,229.45275,597.10725,192.26,206.7372,126.23105,70.4219,162.60641,104.05925,75.26938,148.27693,74.88401,66.77054,232.96527,277.65912,1545.87209,195.79951,173.1284,10.9523,11.71881,6.02421,7.17772,166.00868,375.01,27.49093,126.97997,154.4708,3403.73318,41.38588,POINT (-5.39536943074408 50.14287018439556)
38,500796,162500,32500,500796162500.0,791,500796162500.0,31.35701,20.55352,100.20642,120.75994,6.02855,74.88021,2.14993,11.7995,0.06526,0.0,25.79287,0.0,0.0,0.0,7.67324,61.09534,565.30955,1.04702,128.55227,129.59929,0.41556,204.45417,894.05583,217.55,234.46046,161.35423,123.03236,168.62746,139.18589,117.68253,98.47373,95.36274,103.50048,267.64272,483.67608,1993.00172,317.93159,283.69311,14.84551,19.39296,10.45318,9.1733,261.71876,599.27659,40.19864,181.9637,222.16232,8980.36939,67.99519,POINT (-5.325515831738405 50.14489378360512)
39,500797,167500,32500,500797167500.0,792,500797167500.0,35.69933,16.15009,56.85073,73.00082,0.03745,104.3499,0.12302,6.36953,0.18763,0.0292,8.62404,0.0,0.0,0.0292,2.55377,21.97509,585.49788,0.0,75.89995,75.89995,0.50026,270.8192,1163.0308,317.38,286.52122,229.19812,200.37853,216.55205,205.07581,225.64449,141.92499,140.7512,151.49301,400.11585,619.35273,2817.01293,305.64029,257.70456,5.11224,42.82349,13.35761,6.58334,284.90131,610.48242,56.40869,474.4785,530.8863,5780.51052,69.84599,POINT (-5.255654360639534 50.14687542291323)
40,500798,172500,32500,500798172500.0,793,500798172500.0,21.58238,15.17001,41.52621,56.69622,3.65651,66.71219,0.07727,4.59671,0.11872,0.01554,13.56676,0.0,0.0,0.01554,0.29194,4.84478,502.81644,0.0,37.71469,37.71469,0.31197,301.54619,1265.97381,318.03,434.93449,295.23119,230.79906,296.42792,245.61671,256.62164,128.27252,157.02691,158.54961,515.77233,714.23793,3433.49386,250.78285,218.14778,10.21403,22.42104,12.65742,7.5434,230.10754,501.09101,35.16325,264.03857,299.20101,1907.18784,80.35743,POINT (-5.185785181288764 50.14881509110051)
41,500799,177500,32500,500799177500.0,794,500799177500.0,49.61522,36.96418,196.00632,232.9705,2.77054,58.05835,0.06693,1.78778,1.94563,0.08708,15.92991,0.1189,0.0,13.25116,0.29042,47.29751,589.09994,0.08071,11.70262,11.78333,0.00795,140.85175,706.98825,276.42,247.11009,142.56877,64.20533,199.11885,122.79799,68.72349,57.11426,75.87522,47.24682,238.92397,216.53801,1480.21372,163.11007,132.61856,13.52689,16.96461,9.66519,5.18764,170.64741,348.61021,17.84918,55.23837,73.08735,4484.79473,64.30472,POINT (-5.115908457642093 50.15071277718303)
42,500800,182500,32500,500800182500.0,795,500800182500.0,25.23088,10.32314,16.07856,26.40169,5.42017,3.63397,0.0,4.61424,10.878,0.25272,11.99461,0.19782,0.0,0.39501,0.77608,4.0162,153.67391,0.23423,2.10244,2.33668,0.00895,50.33926,90.84074,111.17,23.46496,15.98504,16.47436,15.74163,13.03841,11.95952,7.22766,6.8404,11.8325,20.63894,44.03457,187.23901,142.40668,108.32513,6.62209,27.45946,3.19516,6.51517,125.75129,277.86845,0.37067,2.45606,2.82673,1639.74656,11.94813,POINT (-5.046024353767862 50.15256847041245)
43,500801,187500,32500,500801187500.0,796,500801187500.0,66.10583,5.66748,40.17285,45.84033,3.13091,3.18626,0.0,1.28444,24.20249,0.0,6.00299,28.75494,4.10125,0.0,0.26096,3.41697,265.83844,0.0,0.02606,0.02606,0.07306,64.6777,129.43231,159.36,46.4304,32.49963,23.04835,36.53113,27.38856,20.38468,18.00101,13.02703,22.46076,39.86895,75.98733,355.62861,319.78772,268.32121,13.89499,37.57151,6.86545,31.08006,249.9717,607.70523,0.15791,1.65797,1.81587,29.91129,22.53338,POINT (-4.976133033844291 50.15438216027626)
44,500819,277500,32500,500819277500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-3.717043088098583 50.17983543429285)
45,500921,137500,37500,500921137500.0,797,500921137500.0,10.69317,0.59252,4.55342,5.14594,0.10019,2.94622,0.00119,0.17194,0.00362,0.0,1.2168,0.02764,0.0,0.64942,0.46873,0.27058,46.3134,0.0136,0.04205,0.05566,0.0,23.70213,100.29787,18.55,35.05187,25.11527,14.15009,15.4087,16.10895,14.7523,6.75198,10.1004,14.63577,49.40082,44.18614,245.66196,10.63738,8.79821,0.40164,1.43752,0.36551,0.69828,8.65006,20.35124,0.71168,4.48959,5.20126,35.6763,3.71275,POINT (-5.678147995237498 50.17923149563246)
46,500922,142500,37500,500922142500.0,798,500922142500.0,11.0699,1.82753,1.77446,3.60198,2.32317,0.68796,0.00268,2.26806,0.00387,0.0,0.77416,0.03846,0.0,0.0,1.16173,0.69683,89.05144,0.0,0.62832,0.62832,0.0,59.89465,467.34535,293.17,157.46731,118.98339,63.02756,53.32203,72.5201,68.4112,22.80766,42.6397,61.31661,226.19143,184.43177,1071.11728,80.5498,63.35481,4.0898,13.10519,2.18931,1.6371,52.97256,137.34882,0.42111,0.61841,1.03951,113.30269,14.85345,POINT (-5.60826239710776 50.18142628682415)
47,500923,147500,37500,500923147500.0,799,500923147500.0,4.01316,6.14334,11.59633,17.73967,4.50017,8.23925,0.00289,5.33834,0.00421,0.0,4.15156,0.0478,0.0,0.0,2.31038,5.52571,262.27248,0.03388,5.99509,6.02897,0.00263,182.84794,1233.75206,504.96,381.48437,287.5173,165.7412,178.86567,186.75588,176.56377,91.33581,104.57837,152.07067,555.56715,495.58699,2776.06317,180.62481,144.78938,9.43406,26.40136,4.88438,5.54809,131.20691,322.26427,3.6449,8.42654,12.07133,294.44903,54.42748,POINT (-5.538368244646554 50.18357909929406)
48,500924,152500,37500,500924152500.0,800,500924152500.0,8.7548,35.54533,54.12756,89.67289,0.0,62.06533,0.0,7.82114,0.01551,0.0,6.05732,0.1092,0.0,0.0,0.62631,27.51012,415.24441,0.5336,36.16328,36.69688,0.02545,203.4619,742.3581,207.5,121.20332,87.87645,98.15479,234.70062,98.48963,93.69373,160.38108,38.08232,60.41905,202.02202,329.21807,1524.23794,84.03751,75.77937,5.20926,3.04888,2.17507,8.39785,99.00409,193.61447,12.75156,34.59892,47.35018,184.04446,82.6735,POINT (-5.46846570174521 50.18568992084619)
