,Unnamed: 0,@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing,long,lat
4169,4170,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162558-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003841,SO-G0003841,FRED WOOLLEY PH STW,2010-05-13 15:22:00,Nitrate-N,Nitrate as N,117,,29.1,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),442830,117840,-1.3915550518470865,50.95840209494207
4170,4171,http://environment.data.gov.uk/water-quality/data/measurement/SO-1155666-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-01-14 12:03:00,Nitrate-N,Nitrate as N,117,,2.79,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4171,4172,http://environment.data.gov.uk/water-quality/data/measurement/SO-1157582-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-02-09 10:42:00,Nitrate-N,Nitrate as N,117,,1.64,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4172,4173,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159091-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-03-02 10:46:00,Nitrate-N,Nitrate as N,117,,2.15,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4173,4174,http://environment.data.gov.uk/water-quality/data/measurement/SO-1160780-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-04-20 11:50:00,Nitrate-N,Nitrate as N,117,,0.45,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4174,4175,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162289-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-05-07 10:38:00,Nitrate-N,Nitrate as N,117,,13.2,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4175,4176,http://environment.data.gov.uk/water-quality/data/measurement/SO-1164100-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-06-10 14:04:00,Nitrate-N,Nitrate as N,117,,0.6,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4176,4177,http://environment.data.gov.uk/water-quality/data/measurement/SO-1166447-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-07-21 11:44:00,Nitrate-N,Nitrate as N,117,,5.48,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4177,4178,http://environment.data.gov.uk/water-quality/data/measurement/SO-1170474-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-08-11 13:56:00,Nitrate-N,Nitrate as N,117,,2.93,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4178,4179,http://environment.data.gov.uk/water-quality/data/measurement/SO-1172266-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-09-08 11:23:00,Nitrate-N,Nitrate as N,117,,5.44,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4179,4180,http://environment.data.gov.uk/water-quality/data/measurement/SO-1174583-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-10-13 16:03:00,Nitrate-N,Nitrate as N,117,,11.7,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4180,4181,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177185-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-11-09 09:23:00,Nitrate-N,Nitrate as N,117,,3.09,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4181,4182,http://environment.data.gov.uk/water-quality/data/measurement/SO-1178418-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003874,SO-G0003874,SLOWHILL COPSE STW,2010-12-08 14:47:00,Nitrate-N,Nitrate as N,117,,5.5,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438439,111288,-1.454760197672587,50.89979570291929
4182,4183,http://environment.data.gov.uk/water-quality/data/measurement/SO-1155668-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-01-14 09:58:00,Nitrate-N,Nitrate as N,117,,2.22,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4183,4184,http://environment.data.gov.uk/water-quality/data/measurement/SO-1157583-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-02-09 11:05:00,Nitrate-N,Nitrate as N,117,,0.86,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4184,4185,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159092-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-03-02 11:11:00,Nitrate-N,Nitrate as N,117,,1.37,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4185,4186,http://environment.data.gov.uk/water-quality/data/measurement/SO-1160782-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-04-20 13:27:00,Nitrate-N,Nitrate as N,117,<,0.9,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4186,4187,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162290-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-05-07 11:22:00,Nitrate-N,Nitrate as N,117,<,0.9,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4187,4188,http://environment.data.gov.uk/water-quality/data/measurement/SO-1164101-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-06-10 10:31:00,Nitrate-N,Nitrate as N,117,,0.12,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4188,4189,http://environment.data.gov.uk/water-quality/data/measurement/SO-1166449-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-07-21 12:46:00,Nitrate-N,Nitrate as N,117,,0.81,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4189,4190,http://environment.data.gov.uk/water-quality/data/measurement/SO-1170475-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-08-11 09:58:00,Nitrate-N,Nitrate as N,117,,0.16,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4190,4191,http://environment.data.gov.uk/water-quality/data/measurement/SO-1172267-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-09-08 12:01:00,Nitrate-N,Nitrate as N,117,,9.25,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4191,4192,http://environment.data.gov.uk/water-quality/data/measurement/SO-1174585-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-10-13 09:45:00,Nitrate-N,Nitrate as N,117,,0.59,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4192,4193,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177186-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-11-09 10:14:00,Nitrate-N,Nitrate as N,117,,0.82,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4193,4194,http://environment.data.gov.uk/water-quality/data/measurement/SO-1178419-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003875,SO-G0003875,MILLBROOK STW,2010-12-08 09:54:00,Nitrate-N,Nitrate as N,117,,0.89,,mg/l,FINAL SEWAGE EFFLUENT,False,MONITORING  (UK GOVT POLICY - NOT GQA OR RE),438908,112392,-1.4479739203301178,50.909691514445335
4194,4195,http://environment.data.gov.uk/water-quality/data/measurement/SO-1155970-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-01-20 08:43:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4195,4196,http://environment.data.gov.uk/water-quality/data/measurement/SO-1158506-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-02-16 09:55:00,Nitrate-N,Nitrate as N,117,,17.5,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4196,4197,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159689-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-03-15 10:33:00,Nitrate-N,Nitrate as N,117,,16.1,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4197,4198,http://environment.data.gov.uk/water-quality/data/measurement/SO-1160917-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-04-21 10:24:00,Nitrate-N,Nitrate as N,117,,20.7,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4198,4199,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162996-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-05-19 09:48:00,Nitrate-N,Nitrate as N,117,,19.2,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4199,4200,http://environment.data.gov.uk/water-quality/data/measurement/SO-1164388-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-06-15 08:40:00,Nitrate-N,Nitrate as N,117,,28.5,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4200,4201,http://environment.data.gov.uk/water-quality/data/measurement/SO-1165970-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-07-14 09:36:00,Nitrate-N,Nitrate as N,117,,31.4,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4201,4202,http://environment.data.gov.uk/water-quality/data/measurement/SO-1170623-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-08-12 09:56:00,Nitrate-N,Nitrate as N,117,,30.1,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),450464,150054,-1.2783758295122754,51.247433557884314
4202,4203,http://environment.data.gov.uk/water-quality/data/measurement/SO-1173053-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-09-09 11:05:00,Nitrate-N,Nitrate as N,117,,29.8,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),450464,150054,-1.2783758295122754,51.247433557884314
4203,4204,http://environment.data.gov.uk/water-quality/data/measurement/SO-1174748-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-10-15 09:43:00,Nitrate-N,Nitrate as N,117,,28.2,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),450464,150054,-1.2783758295122754,51.247433557884314
4204,4205,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177449-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-11-11 10:26:00,Nitrate-N,Nitrate as N,117,,23.0,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),450464,150054,-1.2783758295122754,51.247433557884314
4205,4206,http://environment.data.gov.uk/water-quality/data/measurement/SO-1178431-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003946,SO-G0003946,OVERTON STW DISCHARGE,2010-12-08 09:46:00,Nitrate-N,Nitrate as N,117,,21.9,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),450464,150054,-1.2783758295122754,51.247433557884314
4206,4207,http://environment.data.gov.uk/water-quality/data/measurement/SO-1155927-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003952,SO-G0003952,NORTH WALTHAM STW,2010-01-20 08:01:00,Nitrate-N,Nitrate as N,117,,22.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),456090,146896,-1.1982725615808898,51.21851557007697
4207,4208,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159665-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003952,SO-G0003952,NORTH WALTHAM STW,2010-03-15 09:44:00,Nitrate-N,Nitrate as N,117,,28.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),456090,146896,-1.1982725615808898,51.21851557007697
4208,4209,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162953-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003952,SO-G0003952,NORTH WALTHAM STW,2010-05-19 10:51:00,Nitrate-N,Nitrate as N,117,,32.7,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),456090,146896,-1.1982725615808898,51.21851557007697
4209,4210,http://environment.data.gov.uk/water-quality/data/measurement/SO-1165948-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003952,SO-G0003952,NORTH WALTHAM STW,2010-07-14 10:48:00,Nitrate-N,Nitrate as N,117,,31.0,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),456090,146896,-1.1982725615808898,51.21851557007697
4210,4211,http://environment.data.gov.uk/water-quality/data/measurement/SO-1172981-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003952,SO-G0003952,NORTH WALTHAM STW,2010-09-09 09:37:00,Nitrate-N,Nitrate as N,117,,32.5,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),456090,146896,-1.1982725615808898,51.21851557007697
4211,4212,http://environment.data.gov.uk/water-quality/data/measurement/SO-1174755-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003952,SO-G0003952,NORTH WALTHAM STW,2010-10-15 10:49:00,Nitrate-N,Nitrate as N,117,,34.6,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),456090,146896,-1.1982725615808898,51.21851557007697
4212,4213,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159631-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003974,SO-G0003974,LITTLE CHEF STW STONEY CROSS,2010-03-12 10:53:00,Nitrate-N,Nitrate as N,117,,18.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),426495,111841,-1.6245615944115825,50.90543764021571
4213,4214,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159627-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003981,SO-G0003981,KING JOHN HUNTING LODGE STW,2010-03-12 09:04:00,Nitrate-N,Nitrate as N,117,,1.19,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),432965,113972,-1.5323569535417172,50.92426781920062
4214,4215,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177803-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003981,SO-G0003981,KING JOHN HUNTING LODGE STW,2010-11-25 09:47:00,Nitrate-N,Nitrate as N,117,,2.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),432965,113972,-1.5323569535417172,50.92426781920062
4215,4216,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177806-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003982,SO-G0003982,MINSTEAD LODGE STW,2010-11-25 11:55:00,Nitrate-N,Nitrate as N,117,<,0.9,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),428767,111565,-1.5922719382279493,50.902847507896574
4216,4217,http://environment.data.gov.uk/water-quality/data/measurement/SO-1176046-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0003984,SO-G0003984,MINSTEAD STW,2010-10-28 14:14:00,Nitrate-N,Nitrate as N,117,,10.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),428300,111030,-1.5989543243461364,50.8980596844129
4217,4218,http://environment.data.gov.uk/water-quality/data/measurement/SO-1157411-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004001,SO-G0004001,13 ROMSEY ROAD STW,2010-02-05 10:07:00,Nitrate-N,Nitrate as N,117,,4.51,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),432594,116723,-1.5373899997076301,50.94902593406081
4218,4219,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162554-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004001,SO-G0004001,13 ROMSEY ROAD STW,2010-05-13 11:36:00,Nitrate-N,Nitrate as N,117,,1.86,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),432594,116723,-1.5373899997076301,50.94902593406081
4219,4220,http://environment.data.gov.uk/water-quality/data/measurement/SO-1173263-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004001,SO-G0004001,13 ROMSEY ROAD STW,2010-09-15 11:39:00,Nitrate-N,Nitrate as N,117,,7.46,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),432594,116723,-1.5373899997076301,50.94902593406081
4220,4221,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159632-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004006,SO-G0004006,SIR WALTER TYRELL STW,2010-03-12 11:37:00,Nitrate-N,Nitrate as N,117,,8.55,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),426781,112772,-1.6204261930799817,50.91379621912943
4221,4222,http://environment.data.gov.uk/water-quality/data/measurement/SO-1157414-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004026,SO-G0004026,STROUD SCHOOL STW,2010-02-05 09:43:00,Nitrate-N,Nitrate as N,117,,7.81,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),438021,121943,-1.4595947534817664,50.9956321904723
4222,4223,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162559-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004026,SO-G0004026,STROUD SCHOOL STW,2010-05-13 14:50:00,Nitrate-N,Nitrate as N,117,,18.4,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),438021,121943,-1.4595947534817664,50.9956321904723
4223,4224,http://environment.data.gov.uk/water-quality/data/measurement/SO-1173266-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004026,SO-G0004026,STROUD SCHOOL STW,2010-09-15 13:15:00,Nitrate-N,Nitrate as N,117,,16.9,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),438021,121943,-1.4595947534817664,50.9956321904723
4224,4225,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159360-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004036,SO-G0004036,PLESSEY ROKE MANOR STW,2010-03-09 09:45:00,Nitrate-N,Nitrate as N,117,,38.4,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),433854,122237,-1.51894262137784,50.99853522871317
4225,4226,http://environment.data.gov.uk/water-quality/data/measurement/SO-1165691-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004036,SO-G0004036,PLESSEY ROKE MANOR STW,2010-07-09 10:24:00,Nitrate-N,Nitrate as N,117,,31.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),433854,122237,-1.51894262137784,50.99853522871317
4226,4227,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177811-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004036,SO-G0004036,PLESSEY ROKE MANOR STW,2010-11-25 09:45:00,Nitrate-N,Nitrate as N,117,,36.3,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),433854,122237,-1.51894262137784,50.99853522871317
4227,4228,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159361-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004040,SO-G0004040,STANBRIDGE EARLS STW,2010-03-09 10:06:00,Nitrate-N,Nitrate as N,117,,4.26,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),433917,123191,-1.5179560429405612,51.00710981731243
4228,4229,http://environment.data.gov.uk/water-quality/data/measurement/SO-1162557-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004042,SO-G0004042,CEGB NURSLING SEWAGE-*CLOSED*,2010-05-13 13:14:00,Nitrate-N,Nitrate as N,117,,96.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),436191,115927,-1.4862668975967837,50.941654419231185
4229,4230,http://environment.data.gov.uk/water-quality/data/measurement/SO-1165692-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004045,SO-G0004045,COWLEAS PRIVATE STW,2010-07-09 10:44:00,Nitrate-N,Nitrate as N,117,,50.7,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),432185,124244,-1.5425482612262345,51.01667749755625
4230,4231,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177885-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004049,SO-G0004049,DUNBRIDGE STW DISCHARGE,2010-11-26 09:58:00,Nitrate-N,Nitrate as N,117,<,0.9,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),431900,125850,-1.5464702572262876,51.031134343333946
4231,4232,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159366-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004051,SO-G0004051,BUTLERS CLOSE STW,2010-03-09 10:38:00,Nitrate-N,Nitrate as N,117,,19.6,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),430100,126084,-1.5721187284322693,51.03333519019487
4232,4233,http://environment.data.gov.uk/water-quality/data/measurement/SO-1165697-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004051,SO-G0004051,BUTLERS CLOSE STW,2010-07-09 10:59:00,Nitrate-N,Nitrate as N,117,,16.3,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),430100,126084,-1.5721187284322693,51.03333519019487
4233,4234,http://environment.data.gov.uk/water-quality/data/measurement/SO-1177816-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004051,SO-G0004051,BUTLERS CLOSE STW,2010-11-25 10:25:00,Nitrate-N,Nitrate as N,117,,10.5,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),430100,126084,-1.5721187284322693,51.03333519019487
4234,4235,http://environment.data.gov.uk/water-quality/data/measurement/SO-1159363-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004052,SO-G0004052,LOCKERLEY RD PRIV SW,2010-03-09 11:28:00,Nitrate-N,Nitrate as N,117,,8.41,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),429280,126900,-1.5837467353135386,51.0407148168686
4235,4236,http://environment.data.gov.uk/water-quality/data/measurement/SO-1165694-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-G0004052,SO-G0004052,LOCKERLEY RD PRIV SW,2010-07-09 11:15:00,Nitrate-N,Nitrate as N,117,,32.9,,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),429280,126900,-1.5837467353135386,51.0407148168686
