,Unnamed: 0,@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing,long,lat
1428,1429,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378978-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-01-22 11:00:00,Nitrate-N,Nitrate as N,117,,10.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1429,1430,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379048-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-02-05 11:00:00,Nitrate-N,Nitrate as N,117,,1.2,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1430,1431,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379110-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-03-12 11:05:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1431,1432,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379264-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-04-08 09:30:00,Nitrate-N,Nitrate as N,117,,21.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1432,1433,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379677-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-05-06 08:00:00,Nitrate-N,Nitrate as N,117,,36.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1433,1434,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379603-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-06-03 08:00:00,Nitrate-N,Nitrate as N,117,,39.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1434,1435,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387410-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-07-12 20:50:00,Nitrate-N,Nitrate as N,117,,25.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1435,1436,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387724-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-08-16 10:50:00,Nitrate-N,Nitrate as N,117,,24.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1436,1437,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389433-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-09-16 10:30:00,Nitrate-N,Nitrate as N,117,,21.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1437,1438,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390215-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-10-25 13:00:00,Nitrate-N,Nitrate as N,117,,24.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1438,1439,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390928-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-11-15 10:50:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1439,1440,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395197-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44200038,NE-44200038,NEW MOORS STW FINAL EFFLUENT,2010-12-17 09:30:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,416800,524000,-1.7414053125294489,54.610884883727074
1440,1441,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378936-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-01-20 10:20:00,Nitrate-N,Nitrate as N,117,,9.5,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1441,1442,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378834-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-02-12 10:05:00,Nitrate-N,Nitrate as N,117,,4.4,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1442,1443,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378879-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-03-18 11:20:00,Nitrate-N,Nitrate as N,117,,9.2,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1443,1444,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379647-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-04-15 07:45:00,Nitrate-N,Nitrate as N,117,,8.6,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1444,1445,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379400-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-05-20 10:55:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1445,1446,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379692-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-06-10 13:15:00,Nitrate-N,Nitrate as N,117,,16.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1446,1447,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387595-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-07-19 10:15:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1447,1448,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387613-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-08-11 14:15:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1448,1449,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389432-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-09-17 09:45:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1449,1450,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390243-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-10-08 12:00:00,Nitrate-N,Nitrate as N,117,,14.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1450,1451,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390938-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-11-15 12:50:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1451,1452,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395107-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300009,NE-44300009,SUNDERLAND BRIDGE (OLD) STW FINAL EFF,2010-12-10 09:50:00,Nitrate-N,Nitrate as N,117,,9.5,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426390,537645,-1.591701540791724,54.733096714734174
1452,1453,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378875-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-01-20 10:35:00,Nitrate-N,Nitrate as N,117,,8.4,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1453,1454,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378971-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-02-12 10:00:00,Nitrate-N,Nitrate as N,117,,4.8,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1454,1455,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378817-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-03-18 11:30:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1455,1456,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379408-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-04-15 07:55:00,Nitrate-N,Nitrate as N,117,,8.9,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1456,1457,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379341-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-05-20 11:05:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1457,1458,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379304-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-06-10 13:25:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1458,1459,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387447-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-07-19 10:20:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1459,1460,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387533-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-08-11 14:10:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1460,1461,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389534-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-09-17 14:25:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1461,1462,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390223-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-10-08 12:05:00,Nitrate-N,Nitrate as N,117,,14.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1462,1463,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391035-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-11-15 12:55:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1463,1464,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395180-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300013,NE-44300013,SUNDERLAND BRIDGE (NEW) STW FINAL EFF,2010-12-10 09:45:00,Nitrate-N,Nitrate as N,117,,9.4,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,426360,537600,-1.5921714668292768,54.73269389680655
1464,1465,http://environment.data.gov.uk/water-quality/data/measurement/NE-1372480-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-01-06 07:30:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1465,1466,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373327-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-01-07 07:35:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1466,1467,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378888-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-02-23 11:30:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1467,1468,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373477-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-02-24 11:30:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1468,1469,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378990-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-03-10 11:55:00,Nitrate-N,Nitrate as N,117,,16.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1469,1470,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373629-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-03-11 11:53:00,Nitrate-N,Nitrate as N,117,,16.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1470,1471,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379432-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-04-20 11:45:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1471,1472,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373786-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-04-21 11:38:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1472,1473,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379494-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-05-06 11:35:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1473,1474,http://environment.data.gov.uk/water-quality/data/measurement/NE-1376740-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-05-07 11:35:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1474,1475,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379302-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-06-26 06:30:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1475,1476,http://environment.data.gov.uk/water-quality/data/measurement/NE-1380281-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-06-28 07:00:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1476,1477,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387421-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-07-09 12:15:00,Nitrate-N,Nitrate as N,117,,10.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1477,1478,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383408-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-07-11 07:00:00,Nitrate-N,Nitrate as N,117,,14.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1478,1479,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387493-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-08-23 11:35:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1479,1480,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383560-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-08-31 06:25:00,Nitrate-N,Nitrate as N,117,,22.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1480,1481,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389538-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-09-13 11:45:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1481,1482,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391113-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-09-14 11:40:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1482,1483,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390241-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-10-14 11:30:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1483,1484,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391264-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-10-15 11:25:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1484,1485,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391409-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-11-01 07:00:00,Nitrate-N,Nitrate as N,117,,22.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1485,1486,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390921-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-11-09 13:10:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1486,1487,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395136-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-12-14 06:50:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,421030,534510,-1.675162326783364,54.70517577037615
1487,1488,http://environment.data.gov.uk/water-quality/data/measurement/NE-1394231-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300021,NE-44300021,WILLINGTON STW FINAL EFFLUENT,2010-12-15 06:50:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,421030,534510,-1.675162326783364,54.70517577037615
1488,1489,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378718-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-01-20 08:55:00,Nitrate-N,Nitrate as N,117,,9.9,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1489,1490,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378835-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-02-12 11:00:00,Nitrate-N,Nitrate as N,117,,6.8,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
